root_number;root_form;mphl;norm;par_index;class;extent;reference
16;быв;съ.(быв).а.т.и;събывати;7;v;;808
24;бьр;съ.(бьр).а.н.ьЁ.е;събьраниЕ;2/n;n;;742
24;бьр;съ.(бьр).а.т.и;събьрати;3o*;v;;742
74;вад;съ.(вад).а;съвада;2/f;n;;
74;вад;съ.(вад).ьн.ик.ъ;съвадьникъ;2/m;n;;
915;съвалъм;((съвалъм)).ъ;съвалъмъ;2/m;n;;
75;вед;съ.(вед).т.и;съвести;4c;v;;661, 666
95;ви;съ.(ви).в.а.т.и;съвивати;7;v;;731
95;ви;съ.(ви).т.и;съвити;4h*);v;;731
95;ви;съ.(ви).т.ък.ъ;съвитъкъ;2/m;n;;731
148;вйз;съ.(вйз).ъ;съвйзъ;2/m;n;;655, 817
104;влад;съ.(влад).т.и;съвласти;4c;v;;62
105;влач;съ.(влач).и.т.и;съвлачити;1;v;;62, 772
105;влэк;съ.(влэк).т.и;съвлэщи;4c*(;v;см. п.  502;62, 772
96;воЁ;съ.(воЁ).ин.ъ;съвоинъ;2/m;n;;732
117;врат;съ.(врат).и.т.и;съвратити;1;v;;62, 746
117;вращ;съ.(вращ).а.т.и;съвращати;7;v;;62, 746
126;врьш;съ.(врьш).а.т.и;съврьшати;7;v;;62
126;врьш;съ.(врьш).ен.ьЁ.е;съврьшениЕ;2/n;n;;62
126;врьш;съ.(врьш).и.т.еЛ.ь;съврьшитеЛь;2/m+;n;;62
126;врьш;съ.(врьш).и.т.и;съврьшити;1;v;;62
121;врэг;съ.(врэг).т.и;съврэщи;4c*(;v;;62, 747
222;двиг;съ.въз.(двиг).н.й.т.и;съвъздвигнйти;5;v;;
250;дрьж;съ.въз.(дрьж).ьн.ик.ъ;съвъздрьжьникъ;2/m;n;;
459;купЛ;съ.въ.(купЛ).а.т.и;съвъкупЛАти;7;v;;
459;купЛ;съ.въ.(купЛ).ен.ьЁ.е;съвъкупЛЕниЕ;2/n;n;;
459;куп;съ.въ.(куп).и.т.и;съвъкупити;1;v;;
681;плъч;съ.въ.(плъч).ен.ьЁ.е;съвъплъчениЕ;2/n;n;;
707;праш;съ.въ.(праш).а.т.и;съвъпрашати;7;v;;657
451;крьс;съ.въз.(крьс).н.й.т.и;съвъскрьснйти;5;v;;680, 755
879;ста;съ.въз.(ста).в.и.т.и;съвъставити;1;v;;657
1048;хыт;съ.въз.(хыт).и.т.и;съвъсхытити;1;v;;
133;выш;съ.(выш).ьН.ь;съвышьНь;2/a;a;;
81;вьр;съ.(вьр).э.т.и;съвьрэти;2;v;;678, 809
140;вэд;съ.(вэд).ь;съвэдь;1/f;n;;
140;вэд;съ.(вэд).э.н.ьЁ.е;съвэдэниЕ;2/n;n;;
140;вэд;съ.(вэд).э.т.еЛ.ь;съвэдэтеЛь;2/m+;n;;
140;вэд;съ.(вэд).э.т.еЛ.ьств.ьЁ.е;съвэдэтеЛьствиЕ;2/n;n;;
140;вэд;съ.(вэд).э.т.еЛ.ьств.о;съвэдэтеЛьство;2/n;n;;
140;вэд;съ.(вэд).э.т.еЛ.ьств.ов.а.т.и;съвэдэтеЛьствовати;6;v;;
140;вэд;съ.(вэд).э.т.и;съвэдэти;0;v;;
101;вэс;съ.(вэс).и.т.и;съвэсити;1;v;;663
140;вэд;съ.(вэд).т.ов.а.т.и;съвэстовати;6;v;;
140;вэд;съ.(вэд).т.ь;съвэсть;1/f;n;;
140;вэд;съ.(вэд).т.ьн.ъ;съвэстьнъ;2/a;a;;
140;вэд;съ.(вэд).т.ьств.ов.а.т.и;съвэстьствовати;6;v;;
137;вэт;съ.(вэт).ов.а.т.и;съвэтовати;6;v;;815
137;вэт;съ.(вэт).ъ;съвэтъ;2/m;n;;815
137;вэт;съ.(вэт).ьн.ик.ъ;съвэтьникъ;2/m;n;;815
137;вэщ;съ.(вэщ).а.в.а.т.и;съвэщавати;7;v;;815
137;вэщ;съ.(вэщ).а.т.и;съвэщати;7;v;;815
148;вяз;съ.(вяз).а.т.и;съвязати;3;v;;655, 817
148;вяз;съ.(вяз).ов.а.т.и;съвязовати;6;v;;655, 817
148;вяз;съ.(вяз).ьН.ь;съвязьНь;2/a;a;;655, 817
154;гар;съ.(гар).а.т.и;съгарати;7;v;;749
159;гла.гол;съ.((гла.гол)).а.т.и;съглаголати;3;v;;819, 835
162;глас;съ.(глас).ьн.ъ;съгласьнъ;2/a;a;;819
168;гляд;съ.(гляд).а.т.и;съглядати;7;v;;
171;гни;съ.(гни).т.и;съгнити;4h*);v;;733
172;гнэв;съ.(гнэв).а.т.и;съгнэвати;7;v;;
153;гон;съ.(гон).и.т.и;съгонити;1;v;;683, 818
154;гор;съ.(гор).э.т.и;съгорэти;2;v;;749
189;готов;съ.((готов)).а.т.и;съготовати;7;v;;
189;готов;съ.((готов)).и.т.и;съготовити;1;v;;
198;гръЖ;съ.(гръЖ).а.т.и;съгръЖати;7;v;;
154;грэ;съ.(грэ).в.а.т.и;съгрэвати;7;v;;749
205;грэз;съ.(грэз).и.т.и;съгрэзити;1;v;;
154;грэ;съ.(грэ).т.и;съгрэти;4v;v;;749
154;грэ;съ.(грэ).ш.а.т.и;съгрэшати;7;v;;749
154;грэ;съ.(грэ).ш.ен.ьЁ.е;съгрэшениЕ;2/n;n;;749
154;грэ;съ.(грэ).ш.и.т.и;съгрэшити;1;v;;749
237;дол;съ.(дол).э.т.и;съдолэти;7;v;;
241;драв;съ.(драв).ьЁ.е;съдравиЕ;2/n;n;;
241;драв;съ.(драв).ъ;съдравъ;2/a;a;;
246;дроб;съ.(дроб).и.т.и;съдробити;1;v;;
248;друж;съ.(друж).и.т.и;съдружити;1;v;;
250;дрьж;съ.(дрьж).э.т.и;съдрьжати;2;v;;
261;дых;съ.(дых).а.н.ьЁ.е;съдыханиЕ;2/n;n;;706
225;дэ;съ.(дэё).а.н.ьЁ.е;съдэАниЕ;2/n;n;;822
225;дэ;съ.(дэё).а.т.и;съдэАти;3;v;;822
225;дэ;съ.(дэ).в.а.т.и;съдэвати;7;v;;822
225;дэ;съ.(дэё).ьств.о;съдэиство;2/n;n;;822
225;дэ;съ.(дэё).ьств.ов.а.т.и;съдэиствовати;6;v;;822
225;дэ;съ.(дэё).ьств.ьн.ик.ъ;съдэиствьникъ;2/m;n;;822
225;дэ;съ.(дэ).л.а.т.и;съдэлати;7;v;;822
225;дэ;съ.(дэ).т.еЛ.ь;съдэтеЛь;2/m+;n;;822
225;дэ;съ.(дэ).т.еЛ.ьн.ъ;съдэтеЛьнъ;2/a;a;;822
279;жэг;съ.(жэг).а.т.и;съжагати;7;v;;668
281;жэл;съ.(жэл).и.т.и;съжалити;1;v;;658
279;жеж;съ.(жеж).ен.ьЁ.е;съжежениЕ;2/n;n;;668
279;жег;съ.(жег).т.и;съжещи;4c@;v;;668
279;жиЗ;съ.(жиЗ).а.т.и;съжиЗати;7;v;;668
290;жим;съ.(жим).а.т.и;съжимати;7;v;;690
290;жя;съ.(жя).т.и;съжяти;4h;v;;690
315;зид;съ.(зид).а.т.и;съзидати;7;v;;659
309;зир;съ.(зир).а.т.и;съзирати;7;v;;62, 753
322;зор;съ.(зор).и.т.и;съзорити;1;v;;62, 754
322;зрь;съ.(зрь).н.о;съзрьно;2/n;n;;62, 754
323;зъв;съ.(зъв).а.т.и;съзъвати;3o*;v;;678, 708
323;зыв;съ.(зыв).а.т.и;съзывати;7;v;;678, 708
315;зьд;съ.(зьд).а.н.ьЁ.е;съзьданиЕ;2/n;n;;659
315;зьд;съ.(зьд).а.т.еЛ.ь;съзьдатеЛь;2/m+;n;;659
315;зьд;съ.(зьд).а.т.и;съзьдати;3*;v;;659
322;зьр;съ.(зьр).э.т.и;съзьрэти;7;v;;62, 754
140;вэд;съ.из.(вэд).т.ов.а.т.и;съизвэстовати;6;v;;
394;кЛуч;съ.(кЛуч).и.т.и;съкЛючити;1;v;;
363;каз;съ.(каз).а.н.ьЁ.е;съказаниЕ;2/n;n;;
363;каз;съ.(каз).а.т.еЛ.ь;съказатеЛь;2/m+;n;;
363;каз;съ.(каз).а.т.и;съказати;3;v;;
363;каз;съ.(каз).ов.а.т.и;съказовати;6;v;;
478;кйт;съ.(кйт).а.т.и;съкйтати;7;v;;
389;клэст;съ.(клэст).и.т.и;съклэстити;1;v;;
389;клэщ;съ.(клэщ).а.т.и;съклэщати;7;v;;
408;кон;съ.(кон).ьч.а.в.а.т.и;съконьчавати;7;v;;
408;кон;съ.(кон).ьч.а.н.ьЁ.е;съконьчаниЕ;2/n;n;;
408;кон;съ.(кон).ьч.а.т.и;съконьчати;7;v;;
431;крат;съ.(крат).и.т.и;съкратити;1;v;;
438;кров;съ.(кров).ищ.е;съкровище;2/n;n;;679, 710
438;кров;съ.(кров).ъ;съкровъ;2/m;n;;679, 710
438;кров;съ.(кров).ьн.ъ;съкровьнъ;2/a;a;;679, 710
443;круш;съ.(круш).а.т.и;съкрушати;7;v;;
443;круш;съ.(круш).ен.ьЁ.е;съкрушениЕ;2/n;n;;
443;круш;съ.(круш).и.т.и;съкрушити;1;v;;
438;крыв;съ.(крыв).а.т.и;съкрывати;7;v;;679, 710
438;кры;съ.(кры).т.и;съкрыти;4h*%);v;;679, 710
459;купЛ;съ.(купЛ).ен.ьЁ.е;съкупЛЕниЕ;2/n;n;;
459;куп;съ.(куп).и.т.и;съкупити;1;v;;
471;кыд;съ.(кыд).а.т.и;съкыдати;7;v;;
482;лаг;съ.(лаг).а.т.и;сълагати;7;v;;827
484;лаз;съ.(лаз).и.т.и;сълазити;1;v;;662
484;лаз;съ.(лаз).ъ;сълазъ;2/m;n;;662
486;ламЛ;съ.(ламЛ).а.т.и;съламЛАти;7;v;;657
916;съл;(съл).а.т.и;сълати;3;v;;660
482;леж;съ.(леж).э.т.и;сълежати;2;v;;827
491;лиЁ;съ.(лиЁ).а.т.и;сълиАти;3*;v;;736
493;лик;съ.(лик).ъств.ов.а.т.и;съликъствовати;6;v;;
498;лич;съ.(лич).ьн.ъ;съличьнъ;2/a;a;;
528;лйк;съ.(лйк).ъ;сълйкъ;2/a;a;;
482;лог;съ.(лог).ъ;сълогъ;2/m;n;;827
482;лож;съ.(лож).ен.ьЁ.е;съложениЕ;2/n;n;;827
482;лож;съ.(лож).и.т.и;съложити;1;v;;827
486;лом;съ.(лом).и.т.и;съломити;1;v;;657
509;луч;съ.(луч).аЁ.ь;сълучаи;2/m;n;;
509;луч;съ.(луч).а.т.и;сълучати;7;v;;
509;луч;съ.(луч).и.т.и;сълучити;1;v;;
916;съл;(съл).ъ;сълъ;2/m;n;;660
512;лъг;съ.(лъг).а.т.и;сълъгати;3;v;;660
484;лэз;съ.(лэз).т.и;сълэсти;4c;v;;662
526;ляц;съ.(ляц).а.т.и;съляцати;3;v;;695
526;ляк;съ.(ляк).т.и;сълящи;4c;v;;695
542;матР;съ.(матР).а.т.и;съматРАти;7;v;;657
545;мет;съ.(мет).т.и;съмести;4c;v;;661, 669
551;миР;съ.(миР).а.т.и;съмиРАти;7;v;;
551;миР;съ.(миР).ен.ьЁ.е;съмиРЕниЕ;2/n;n;;
549;мил;съ.(мил).и.т.и;съмилити;1;v;;
551;мир;съ.(мир).и.т.и;съмирити;1;v;;
597;мйт;съ.(мйт).и.т.и;съмйтити;1;v;;697
597;мйщ;съ.(мйщ).а.н.ьЁ.е;съмйщаниЕ;2/n;n;;697
597;мйщ;съ.(мйщ).а.т.и;съмйщати;7;v;;697
597;мйщ;съ.(мйщ).ен.ьЁ.е;съмйщениЕ;2/n;n;;697
553;млэ;съ.(млэ).т.и;съмлэти;4hj;v;;777
542;мотР;съ.(мотР).а.т.и;съмотРАти;7;v;;657
542;мотР;съ.(мотР).ен.ьЁ.е;съмотРЕниЕ;2/n;n;;657
542;мотр;съ.(мотр).и.т.и;съмотрити;1;v;;657
542;мотр;съ.(мотр).ьл.ив.ьн.ъ;съмотрьливьнъ;2/a;a;;657
566;мръз;съ.(мръз).ен.ьЁ.е;съмръзениЕ;2/n;n;;681, 757
566;мръз;съ.(мръз).н.й.т.и;съмръзнйти;5;v;;681, 757
539;мрь;съ.(мрь).т.ь;съмрьть;1/f;n;;756, 835
539;мрь;съ.(мрь).т.ьн.ъ;съмрьтьнъ;2/a;a;;756, 835
578;мысл;съ.(мысл).и.т.и;съмыслити;1;v;;
578;мысл;съ.(мысл).ъ;съмыслъ;2/m;n;;
578;мысл;съ.(мысл).ьн.ъ;съмысльнъ;2/a;a;;
578;мышЛ;съ.(мышЛ).а.т.и;съмышЛАти;7;v;;
590;мэР;съ.(мэР).а.т.и;съмэРАти;7;v;;
590;мэР;съ.(мэР).ен.ьЁ.е;съмэРЕниЕ;2/n;n;;
548;мэж;съ.(мэж).а.т.и;съмэжати;7;v;;663
548;мэж;съ.(мэж).и.т.и;съмэжити;1;v;;663
590;мэр;съ.(мэр).и.т.и;съмэрити;1;v;;
590;мэр;съ.(мэр).ьн.ъ;съмэрьнъ;2/a;a;;
591;мэс;съ.(мэс).и.т.и;съмэсити;1;v;;
586;мэ;съ.(мэ).т.и;съмэти;4v;v;;653
591;мэш;съ.(мэш).а.т.и;съмэшати;7;v;;
591;мэш;съ.(мэш).ен.ьЁ.е;съмэшениЕ;2/n;n;;
597;мят;съ.(мят).т.и;съмясти;4c;v;;697
597;мят;съ.(мят).ен.ьЁ.е;съмятениЕ;2/n;n;;697
63;бъд;съ.на.(бъд).э.т.и;сънабъдэти;2;v;;704
607;нес;съ.(нес).т.и;сънести;4c;v;;661, 670
918;съп;(съп).н.ьЁ.е;съниЕ;2/n;n;;660
334;им;сън.(им).а.т.и;сънимати;7;v;;655, 691
335;иск;сън.(иск).а.т.и;сънискати;3o;v;;655
329;и;сън.(и).т.и;сънити;0;v;;826
329;и;сън.(и).т.ьЁ.е;сънитиЕ;2/n;n;;826
12;ор;сън.(ор).и.т.и;сънорити;1;v;;657
1012;уз;сън.(уз).ьн.ъ;сънузьнъ;2/a;a;;655, 817
918;съп;(съп).н.ъ;сънъ;2/m;n;;660
334;ьм;сън.(ьм).а.т.и;съньмати;3*;v;;655, 691
334;ьм;сън.(ьм).ищ.е;съньмище;2/n;n;;655, 691
334;ьм;сън.(ьм).ъ;съньмъ;2/m;n;;655, 691
1113;эд;сън.(эд).а.т.и;сънэдати;7;v;;839
1113;эд;сън.(эд).ен.ьЁ.е;сънэдениЕ;2/n;n;;839
1113;эд;сън.(эд).ь;сънэдь;1/f;n;;839
1113;эд;сън.(эд).ьн.ъ;сънэдьнъ;2/a;a;;839
1113;эд;сън.(эд).т.и;сънэсти;0;v;;839
334;я;сън.(я).т.и;съняти;4h;v;;655, 691
334;я;сън.(я).т.ьЁ.е;сънятиЕ;2/n;n;;655, 691
105;влэк;съ.об.(влэк).т.и;съоблэщи;4c*(;v;см. п.  502;62, 772
754;раз;съ.об.(раз).ьн.ъ;съобразьнъ;2/a;a;;662
649;пад;съ.(пад).а.т.и;съпадати;7;v;;
918;съп;(съп).а.н.ьЁ.е;съпаниЕ;2/n;n;;660
659;пас;съ.(пас).а.т.и;съпасати;7;v;;
659;пас;съ.(пас).ен.ьЁ.е;съпасениЕ;2/n;n;;
659;пас;съ.(пас).и.т.еЛ.ев.ъ;съпаситеЛЕвъ;2/a;a;;
659;пас;съ.(пас).и.т.еЛ.ь;съпаситеЛь;2/m+;n;;
659;пас;съ.(пас).ов.ъ;съпасовъ;2/a;a;;
659;пас;съ.(пас).т.в.а;съпаства;2/f;n;;
673;плед;съ.(плед).м.ен.ьн.ик.ъ;съплеменьникъ;2/m;n;;661
674;плеск;съ.(плеск).а.н.ьЁ.е;съплесканиЕ;2/n;n;;
674;плеск;съ.(плеск).а.т.и;съплескати;3;v;;
676;плет;съ.(плет).т.и;съплести;4c;v;;661, 672
676;плет;съ.(плет).ък.ъ;съплетъкъ;2/m;n;;661, 672
676;плит;съ.(плит).а.т.и;съплитати;7;v;;661, 672
676;плэт;съ.(плэт).а.т.и;съплэтати;7;v;;661, 672
42;бра;съ.по.(бра).т.и;съпобрати;4hj;v;;743
140;вэд;съ.по.(вэд).а.н.ьЁ.е;съповэданиЕ;2/n;n;;
140;вэд;съ.по.(вэд).а.т.и;съповэдати;7;v;;
140;вэд;съ.по.(вэд).ов.а.т.и;съповэдовати;6;v;;
140;вэд;съ.по.(вэд).э.т.и;съповэдэти;0;v;;
235;добЛ;съ.по.(добЛ).а.т.и;съподобЛАти;7;v;;
235;добЛ;съ.по.(добЛ).ен.ьЁ.е;съподобЛЕниЕ;2/n;n;;
235;доб;съ.по.(доб).и.т.и;съподобити;1;v;;
286;жи;съ.по.(жи).т.и;съпожити;4h;v;;707
939;та;(та).т.ь;тать;1/m;n;;
939;та;(та).т.ьб.а;татьба;2/f;n;;
939;та;(та).т.ьб.ин.а;татьбина;2/f;n;;
938;т;(т).ач.эЁ.ь;тачаи;2/a++;a;;801
944;тваР;(тваР).а.т.и;тваРАти;7;v;;657
944;твар;(твар).ь;тварь;1/f;n;;657
944;твоР;(твоР).ен.ьЁ.е;твоРЕниЕ;2/n;n;;657
943;тв;(тв).оЁ.ь;твои;2/p;;;802
944;твор;(твор).и.т.и;творити;1;v;;657
944;твор;(твор).ъ;творъ;2/m;n;;657
944;твор;(твор).ьц.ь;творьць;2/m;n;;657
944;твор;(твор).ьч.ь;творьчь;2/a;a;;657
945;тврьд;(тврьд).ост.ь;тврьдость;1/f;n;;62
945;тврьд;(тврьд).ъ;тврьдъ;2/a;a;;62
945;тврьд;(тврьд).ь;тврьдь;1/f;n;;62
945;тврьд;(тврьд).эл.ь;тврьдэль;1/f;n;;62
946;тел;(тел).иц.а;телица;2/f;n;;
946;тел;(тел).ьц.ь;тельць;2/m;n;;
947;теп;(теп).ен.ьЁ.е;тепениЕ;2/n;n;;
948;тепл;(тепл).ост.ь;теплость;1/f;n;;661
949;тес;(тес).а.т.и;тесати;3;v;;
947;теп;(теп).т.и;тети;4c;v;;
950;тет;(тет).ък.а;тетъка;2/f;n;;
941;теч;(теч).ен.ьЁ.е;течениЕ;2/n;n;;661, 675
941;тек;(тек).т.и;тещи;4c@;v;;661, 675
951;тик;(тик).ъ;тикъ;2/m;n;;
952;тим;(тим).эн.ьЁ.е;тимэниЕ;2/n;n;;
952;тим;(тим).эн.о;тимэно;2/n;n;;
952;тим;(тим).н.а;тина;2/f;n;;
952;тим;(тим).н.ав.ъ;тинавъ;2/a;a;;
953;тин;(тин).ь;тинь;1/f;n;;
952;тим;(тим).н.ьн.ъ;тиньнъ;2/a;a;;
955;тис;(тис).а;тиса;2/f;n;;
957;тих;(тих).ост.ь;тихость;1/f;n;;663
957;тих;(тих).от.а;тихота;2/f;n;;663
957;тих;(тих).ъ;тихъ;2/a;a;;663
957;тиш;(тиш).ин.а;тишина;2/f;n;;663
957;тиш;(тиш).и.т.и;тишити;1;v;;663
1006;тйг;(тйг).а;тйга;2/f;n;;701
1006;тйж;(тйж).ен.ьЁ.е;тйжениЕ;2/n;n;;701
1006;тйж;(тйж).и.т.и;тйжити;1;v;;701
1008;тйт;(тйт).ьн.ъ;тйтьнъ;2/m;n;;
1009;тйч;(тйч).а;тйча;2/f;n;;
1009;тйч;(тйч).ьн.ъ;тйчьнъ;2/a;a;;
959;тлък;(тлък).ов.а.н.ьЁ.е;тлъкованиЕ;2/n;n;;62
959;тлък;(тлък).ъ;тлъкъ;2/m;n;;62
960;тлъп;(тлъп).а;тлъпа;2/f;n;;62
962;тльк;(тльк).н.й.т.и;тлькнйти;5;v;;62, 681, 784
962;тлэк;(тлэк).т.и;тлэщи;4c*(;v;;62, 681, 784
535;маг;съ.по.(маг).а.т.и;съпомагати;7;v;;657
872;спэ;съ.по.(спэ).ш.ьн.ик.ъ;съпоспэшьникъ;2/m;n;;
705;праз;съ.(праз).д.ьн.ьств.ов.а.т.и;съпраздьньствовати;6;v;;
334;ьм;съ.при.(ёьм).ьн.ик.ъ;съприимьникъ;2/m;n;;655, 691
1093;чяст;съ.при.(чяст).ьн.ик.ъ;съпричястьникъ;2/m;n;;
16;быв;съ.прэ.(быв).а.т.и;съпрэбывати;7;v;;808
879;сто;съ.прэ.(сто).л.ьн.ъ;съпрэстольнъ;2/a;a;;657
727;прят;съ.(прят).а.т.и;съпрятати;7;v;;
730;пуст;съ.(пуст).и.т.и;съпустити;1;v;;
730;пущ;съ.(пущ).ен.ьЁ.е;съпущениЕ;2/n;n;;
665;пьр;съ.(пьр).э.т.и;съпьрэти;2;v;;761
666;пьс;съ.(пьс).а.т.и;съпьсати;3*;v;;659
738;пэ;съ.(пэ).т.и;съпэти;4h);v;см. п.  502;738
664;пя;съ.(пя).т.и;съпяти;4h;v;;687
752;рад;съ.(рад).ов.а.т.и;сърадовати;6;v;;
1015;ум;съ.раз.(ум).э.н.ьЁ.е;съразумэниЕ;2/n;n;;
769;ри;съ.(ри).н.й.т.и;съринйти;5;v;;739
769;ри;съ.(ри).ст.а.т.и;съристати;3;v;;739
766;риц;съ.(риц).а.т.и;сърицати;3;v;;661, 673
791;рэт;съ.(рэт).т.и;сърэсти;0;v;;831
791;рэт;съ.(рэт).а.н.ьЁ.е;сърэтаниЕ;2/n;n;;831
791;рэт;съ.(рэт).а.т.и;сърэтати;7;v;;831
791;рэт;съ.(рэт).ен.ьЁ.е;сърэтениЕ;2/n;n;;831
791;рящ;съ.(рящ).а;съряща;2/f;n;;831
919;със;(със).а.т.и;съсати;3o;v;;
936;сйд;съ.(сйд).и.т.и;съсйдити;1;v;;
936;сйд;съ.(сйд).ъ;съсйдъ;2/m;n;;
550;мьн;съ.сй.(мьн).э.т.и;съсймьнэти;2;v;;686
276;с;съ.(с).йщ.ьн.ъ;съсйщьнъ;2/a;a;;824
879;ста;съ.(ста).вЛ.а.т.и;съставЛАти;7;v;;657
879;ста;съ.(ста).вЛ.ен.ьЁ.е;съставЛЕниЕ;2/n;n;;657
879;ста;съ.(ста).в.и.т.и;съставити;1;v;;657
879;ста;съ.(ста).в.ъ;съставъ;2/m;n;;657
879;ста;съ.(ста).в.ьн.ик.ъ;съставьникъ;2/m;n;;657
880;стар;съ.(стар).э.т.и;състарэти;7;v;;
885;стйп;съ.(стйп).и.т.и;състйпити;1;v;;834
879;сто;съ.(стоё).э.н.ьЁ.е;състоАниЕ;2/n;n;;657
879;сто;съ.(стоё).э.т.и;състоАти;2;v;;657
879;сто;съ.(сто).л.ьн.ик.ъ;състольникъ;2/m;n;;657
892;строЁ;съ.(строЁ).и.т.и;състроити;1;v;;741
904;стрэЛ;съ.(стрэЛ).а.т.и;състрэЛАти;7;v;;
919;със;(със).ъ;съсъ;2/m;n;;
914;съх;съ.(съх).н.й.т.и;съсъхнйти;5;v;;727
919;със;(със).ьц.ь;съсьць;2/m;n;;
798;сэд;съ.(сэд).а.т.и;съсэдати;7;v;;832
815;сэк;съ.(сэк).а.т.и;съсэкати;7;v;;658
815;сэк;съ.(сэк).т.и;съсэщи;4c;v;;658
944;тваР;съ.(тваР).а.т.и;сътваРАти;7;v;;657
944;твоР;съ.(твоР).ен.ьЁ.е;сътвоРЕниЕ;2/n;n;;657
944;твор;съ.(твор).и.т.и;сътворити;1;v;;657
945;тврьд;съ.(тврьд).и.т.и;сътврьдити;1;v;;62
941;тек;съ.(тек).т.и;сътещи;4c@;v;;661, 675
956;тиск;съ.(тиск).а.т.и;сътискати;7;v;;663
1006;тйж;съ.(тйж).а.н.ьЁ.е;сътйжаниЕ;2/n;n;;701
1006;тйж;съ.(тйж).а.т.и;сътйжати;7;v;;701
1006;тйж;съ.(тйж).ен.ьЁ.е;сътйжениЕ;2/n;n;;701
1006;тйж;съ.(тйж).и.т.и;сътйжити;1;v;;701
962;тлэк;съ.(тлэк).т.и;сътлэщи;4c*(;v;;62, 681, 784
920;сът;(сът).о;съто;2/n;n;;
920;сът;(сът).ор.иц.а;съторица;2/f;n;;
978;трьп;съ.(трьп).э.н.ьЁ.е;сътрьпэниЕ;2/n;n;;
978;трьп;съ.(трьп).э.т.и;сътрьпэти;2;v;;
954;трь;съ.(трь).т.и;сътрьти;4hj;v;;768
980;трэб;съ.(трэб).и.т.и;сътрэбити;1;v;;
984;тряс;съ.(тряс).а.т.и;сътрясати;7;v;;700
984;тряс;съ.(тряс).т.и;сътрясти;4c;v;;700
921;сът;(сът).ъ;сътъ;2/m;n;;
920;сът;(сът).ьн.ик.ъ;сътьникъ;2/m;n;;
920;сът;(сът).ьн.ъ;сътьнъ;2/a;a;;
1006;тяЗ;съ.(тяЗ).а.н.ьЁ.е;сътяЗаниЕ;2/n;n;;701
1006;тяЗ;съ.(тяЗ).а.т.и;сътяЗати;7;v;;701
1006;тяг;съ.(тяг).н.й.т.и;сътягнйти;5;v;;701
1006;тяж;съ.(тяж).э.н.ьЁ.е;сътяжаниЕ;2/n;n;;701
1006;тяж;съ.(тяж).э.т.и;сътяжати;2;v;;701
914;съх;(съх).н.й.т.и;съхнйти;5;v;;727
1021;хоЖ;съ.(хоЖ).ен.ьЁ.е;съхоЖениЕ;2/n;n;;657
1021;ход;съ.(ход).и.т.и;съходити;1;v;;657
1021;ход;съ.(ход).ъ;съходъ;2/m;n;;657
1041;храН;съ.(храН).а.т.и;съхраНАти;7;v;;
1041;храН;съ.(храН).ен.ьЁ.е;съхраНЕниЕ;2/n;n;;
1041;хран;съ.(хран).и.т.и;съхранити;1;v;;
1041;хран;съ.(хран).ьн.ъ;съхраньнъ;2/a;a;;
1055;цэн;съ.(цэн).и.т.и;съцэнити;1;v;;
1070;чет;съ.(чет).а.н.ьЁ.е;съчетаниЕ;2/n;n;;
1070;чет;съ.(чет).а.т.и;съчетати;7;v;;
1073;чиН;съ.(чиН).ен.ьЁ.е;съчиНЕниЕ;2/n;n;;
1073;чин;съ.(чин).и.т.и;съчинити;1;v;;
1105;шы;съ.(шы).т.и;съшити;4h*%);v;;729
1099;шьд;съ.(шьд).ств.ьЁ.е;съшьствиЕ;2/n;n;;659
923;сын;(сын).ов.ьств.о;сыновьство;2/n;n;;
922;сын;(сын).ъ;сынъ 2;2/m;n;;
923;сын;(сын).ъ;сынъ 1;2/m;n;;
922;сын;(сын).ьн.ъ;сыньнъ;2/a;a;;
913;сыр;(сыр).ъ;сыръ;2/m;n;;726
913;сыр;(сыр).ъ;сыръ;2/a;a;;726
924;сыт;(сыт).ост.ь;сытость;1/f;n;;
924;сыт;(сыт).ъ;сытъ;2/a;a;;
924;сыт;(сыт).ь;сыть;1/f;n;;
797;с;(с).ь;сь;0/p;;;798
925;сьребр;((сьребр)).о;сьребро;2/n;n;;
925;сьребр;((сьребр)).ьн.ик.ъ;сьребрьникъ;2/m;n;;
925;сьребр;((сьребр)).ьн.ъ;сьребрьнъ;2/a;a;;
926;сэ;(сэё).а.н.ьЁ.е;сэАниЕ;2/n;n;;
926;сэ;(сэё).а.т.и;сэАти;3;v;;
927;сэвер;((сэвер)).ов.ъ;сэверовъ;2/a;a;;
927;сэвер;((сэвер)).ъ;сэверъ;2/m;n;;
798;сэд;(сэд).а.л.ищ.е;сэдалище;2/n;n;;832
798;сэд;(сэд).а.л.о;сэдало;2/n;n;;832
798;сэд;(сэд).а.т.и;сэдати;7;v;;832
798;сэд;(сэд).ен.ьЁ.е;сэдениЕ;2/n;n;;832
798;сэд;(сэд).и.л.ьн.ъ;сэдильнъ;2/a;a;;832
928;сэд;(сэд).ин.а;сэдина;2/f;n;;
928;сэд;(сэд).ин.ав.ъ;сэдинавъ;2/a;a;;
928;сэд;(сэд).ъ;сэдъ;2/a;a;;
798;сэд;(сэд).э.н.ьЁ.е;сэдэниЕ;2/n;n;;832
798;сэд;(сэд).э.т.и;сэдэти;2;v;;832
926;сэ;(сэ).м.я;сэмя;0/n;n;;
930;сэн;(сэн).о;сэно;2/n;n;;
